Customer_Id,Customer_Type,Region,Fresh,Milk,Canned,Frozen,Detergents_Paper,Cooked_Meat
5708,Hotel/Restaurant/Cafe,Dublin,20918,1916,1573,1960,231,961
5709,Hotel/Restaurant/Cafe,Dublin,9785,848,1172,1677,200,406
5710,Hotel/Restaurant/Cafe,Dublin,9385,1530,1422,3019,227,684
5711,Hotel/Restaurant/Cafe,Dublin,3352,1181,1328,5502,311,1000
5712,Hotel/Restaurant/Cafe,Dublin,2647,2761,2313,907,95,1827
5713,Hotel/Restaurant/Cafe,Dublin,518,4180,3600,659,122,654
5714,Hotel/Restaurant/Cafe,Dublin,23632,6730,3842,8620,385,819
5715,Hotel/Restaurant/Cafe,Dublin,12377,865,3204,1398,149,452
5716,Hotel/Restaurant/Cafe,Dublin,9602,1316,1263,2921,841,290
5717,Retail,Dublin,4515,11991,9345,2644,3378,2213
5718,Hotel/Restaurant/Cafe,Dublin,11535,1666,1428,6838,64,743
5719,Hotel/Restaurant/Cafe,Dublin,11442,1032,582,5390,74,247
5720,Hotel/Restaurant/Cafe,Dublin,9612,577,935,1601,469,375
5721,Hotel/Restaurant/Cafe,Dublin,4446,906,1238,3576,153,1014
5722,Hotel/Restaurant/Cafe,Dublin,27167,2801,2128,13223,92,1902
5723,Hotel/Restaurant/Cafe,Dublin,26539,4753,5091,220,10,340
5724,Hotel/Restaurant/Cafe,Dublin,25606,11006,4604,127,632,288
5725,Hotel/Restaurant/Cafe,Dublin,18073,4613,3444,4324,914,715
5726,Hotel/Restaurant/Cafe,Dublin,6884,1046,1167,2069,593,378
5727,Hotel/Restaurant/Cafe,Dublin,25066,5010,5026,9806,1092,960
5728,Retail,Dublin,7362,12844,18683,2854,7883,553
5729,Retail,Dublin,8257,3880,6407,1646,2730,344
5730,Hotel/Restaurant/Cafe,Dublin,8708,3634,6100,2349,2123,5137
5731,Hotel/Restaurant/Cafe,Dublin,6633,2096,4563,1389,1860,1892
5732,Hotel/Restaurant/Cafe,Dublin,2126,3289,3281,1535,235,4365
5733,Hotel/Restaurant/Cafe,Dublin,97,3605,12400,98,2970,62
5734,Hotel/Restaurant/Cafe,Dublin,4983,4859,6633,17866,912,2435
5735,Hotel/Restaurant/Cafe,Dublin,5969,1990,3417,5679,1135,290
5736,Retail,Dublin,7842,6046,8552,1691,3540,1874
5737,Retail,Dublin,4389,10940,10908,848,6728,993
5738,Hotel/Restaurant/Cafe,Dublin,5065,5499,11055,364,3485,1063
5739,Retail,Dublin,660,8494,18622,133,6740,776
5740,Hotel/Restaurant/Cafe,Dublin,8861,3783,2223,633,1580,1521
5741,Hotel/Restaurant/Cafe,Dublin,4456,5266,13227,25,6818,1393
5742,Retail,Dublin,17063,4847,9053,1031,3415,1784
5743,Hotel/Restaurant/Cafe,Dublin,26400,1377,4172,830,948,1218
5744,Retail,Dublin,17565,3686,4657,1059,1803,668
5745,Retail,Dublin,16980,2884,12232,874,3213,249
5746,Hotel/Restaurant/Cafe,Dublin,11243,2408,2593,15348,108,1886
5747,Hotel/Restaurant/Cafe,Dublin,13134,9347,14316,3141,5079,1894
5748,Hotel/Restaurant/Cafe,Dublin,31012,16687,5429,15082,439,1163
5749,Hotel/Restaurant/Cafe,Dublin,3047,5970,4910,2198,850,317
5750,Hotel/Restaurant/Cafe,Dublin,8607,1750,3580,47,84,2501
5751,Hotel/Restaurant/Cafe,Dublin,3097,4230,16483,575,241,2080
5752,Hotel/Restaurant/Cafe,Dublin,8533,5506,5160,13486,1377,1498
5753,Hotel/Restaurant/Cafe,Dublin,21117,1162,4754,269,1328,395
5754,Hotel/Restaurant/Cafe,Dublin,1982,3218,1493,1541,356,1449
5755,Hotel/Restaurant/Cafe,Dublin,16731,3922,7994,688,2371,838
5756,Hotel/Restaurant/Cafe,Dublin,29703,12051,16027,13135,182,2204
5757,Hotel/Restaurant/Cafe,Dublin,39228,1431,764,4510,93,2346
5758,Retail,Dublin,14531,15488,30243,437,14841,1867
5759,Hotel/Restaurant/Cafe,Dublin,10290,1981,2232,1038,168,2125
5760,Hotel/Restaurant/Cafe,Dublin,2787,1698,2510,65,477,52
